,acc_phone_X,acc_phone_Y,acc_phone_Z,lin_acc_phone_X,lin_acc_phone_Y,lin_acc_phone_Z,gyr_phone_X,gyr_phone_Y,gyr_phone_Z,location_phone_Latitude,location_phone_Longitude,location_phone_Height,location_phone_Velocity,location_phone_Direction,location_phone_Horizontal Accuracy,location_phone_Vertical Accuracy,mag_phone_X,mag_phone_Y,mag_phone_Z,proximity_phone_Distance,acc_phone_X_outlier,acc_phone_Y_outlier,acc_phone_Z_outlier,lin_acc_phone_X_outlier,lin_acc_phone_Y_outlier,lin_acc_phone_Z_outlier,gyr_phone_X_outlier,gyr_phone_Y_outlier,gyr_phone_Z_outlier,mag_phone_X_outlier,mag_phone_Y_outlier,mag_phone_Z_outlier
2025-06-04 11:55:01.584940032,-6.289495925833333,-1.095846176166667,-7.505305137583332,-0.0207602243238461,0.0011181394352307,-0.0467349955661538,0.0001966253398923,-0.001706810739723,-0.0003245790004153,,,,,,,,6.674587543230768,-7.097443067000001,31.12722778307693,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:01.834940032,-6.284220358076922,-1.0915531804615386,-7.507154177,-0.0189671981343333,0.0089075386901416,-0.0433597353091666,-0.0007698351400833,-0.0005996534988991,-5.431709973999991e-05,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.670775708,3.0,6.7241191865,-7.172283927583333,30.928256352500004,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:02.084940032,-6.2938743210000005,-1.0925654983333335,-7.5100328065,-0.0247317881308076,-0.0024511134451,-0.0433426209607692,-0.0004245919542999,0.0013076648868153,-0.00081536613517,,,,,,,,6.613899231,-7.1190600395384624,30.968964797692305,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:02.334940032,-6.293973153923077,-1.090539902846154,-7.512773261461539,-0.0268748264029166,0.0022226606679999,-0.0391776604958333,0.0006152944018916,0.0020875931947833,0.0006888540082841,,,,,,,,6.590180079166668,-7.161873857083333,31.114328702500003,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:02.584940032,-6.295583267333334,-1.1001871490833333,-7.506727180583334,-0.0224771917328461,0.0003010810063076,-0.0468597211739999,0.0027971250867692,-0.0053964531801076,-0.0019929946507615,,,,,,,,6.564701373846154,-7.159521872999999,31.09329487769231,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:02.834940032,-6.300225536538462,-1.1023077393846152,-7.505450028615385,-0.0221695832096923,0.0052565850262076,-0.0456315360153846,0.0016231964847846,-0.003774899344523,-0.0030529345385461,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.654975544,3.0,6.638694176153846,-7.106274458153846,31.07320814846154,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:03.084940032,-6.303104165846155,-1.1067868863076922,-7.496353560307692,-0.0270123821491666,0.0054531742259166,-0.0421162761758333,0.0010091561901583,-0.0023186454586908,-0.0017444044447583,,,,,,,,6.647271474250001,-7.150766690499999,31.03420066833333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:03.334940032,-6.305799522333333,-1.1121622468333332,-7.496947517333332,-0.0257783047958307,0.0032770326560769,-0.0432404296215384,0.0011378480456753,-0.0016596122968053,-0.0019815814001153,,,,,,,,6.5493715726923085,-7.048867372307692,31.14654951846154,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:03.584940032,-6.30537252576923,-1.1156300355384616,-7.500683018615384,-0.0242079113414999,0.0002864100224,-0.0451060062658333,-0.0005707425685583,0.0011341498076916,0.0016447278127791,,,,,,,,6.622885386,-7.193023284333333,31.118817011666664,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:03.834940032,-6.307308883583333,-1.1086819838333333,-7.501849822833335,-0.0295036558476153,0.0010655032498846,-0.0459647373507692,-0.0021782768532615,0.0023048346182576,0.0017410368621956,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.815123453,3.0,6.65747129,-7.2867774230769236,31.03946157692308,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:04.084940032,-6.293961639461539,-1.1067868863846153,-7.5085589480769235,-0.0231427922839999,-0.0013791449930283,-0.0460351775574999,-0.0006967774486166,-9.55106233333352e-06,0.0008762716752533,,,,,,,,6.765907287666667,-7.401863574916667,31.10660616583333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:04.334940032,-6.293075981166666,-1.093326416,-7.499030685500002,-0.022465542279505,0.0077925336983076,-0.0417790305153846,-0.0006133716311307,0.0018747348623846,0.0016572522896153,,,,,,,,6.628598139846153,-7.403395652692309,31.017680242307694,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:04.584940032,-6.287271705,-1.0995097117692307,-7.513095667999999,-0.0240852172672499,0.0007001127116666,-0.0445525673016666,-0.00177517393625,0.0034892744539516,0.0014003568502462,,,,,,,,6.620663960916667,-7.433664997499999,31.036166509166662,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:04.834940032,-6.289458503666666,-1.0892723465833334,-7.515795822166666,-0.024536895936,-3.97610664538461e-05,-0.0457501895161538,0.00014767725939,0.0009972620395923,5.513998735230761e-05,52.61918944,4.731826719,0.6812841576,0.0,224.882431,6.062520668,3.0,6.586696331230769,-7.312600135846154,31.09047170923077,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:05.084940032,-6.287363821153846,-1.091656811,-7.517977823153846,-0.0255397608875833,0.00867481341565,-0.0409318739183333,-0.0003986576048499,-0.0006101664815416,-0.0007313733610166,,,,,,,,6.729333877666666,-7.262074788416666,31.139785131666667,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:05.334940032,-6.284967842083334,-1.0913180923333334,-7.519113922166667,-0.0245725639510769,0.0008819512795153,-0.0455169755692307,0.0015128667493538,-0.0012679321225923,-0.0001058960870723,,,,,,,,6.640170757461538,-7.299139352999999,31.404954761538463,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:05.584940032,-6.287755314692307,-1.0882715432307692,-7.5112188016923085,-0.0274840088203333,0.006713334470125,-0.0416331987091666,-6.836686946666666e-05,-0.001189932518225,-0.0001416699668941,,,,,,,,6.573247273750002,-7.279224832916668,31.297924677500006,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:05.834940032,-6.283059311083335,-1.08871101375,-7.517529716416667,-0.0204098411711538,0.006593427193923,-0.043143455796923,-1.7156546953846167e-05,-0.0004014639326769,-0.0004642761017461,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.990505295,3.0,6.549654447076923,-7.310154951461538,31.172305767692308,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:06.084940032,-6.290230935923077,-1.0928658353846157,-7.5198201459230765,-0.0288325304253846,0.0023771068113461,-0.0443198706084615,-8.049202513076921e-05,0.0003269858336307,-6.78214664615386e-05,,,,,,,,6.627058762846153,-7.270169771461538,31.124222975384615,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:06.334940032,-6.2908181760833335,-1.0926403428333331,-7.515496444583334,-0.03254165545155,0.0045734606305083,-0.0408556164808333,-0.0001501508230499,-0.00156949887375,-0.0010626083822583,,,,,,,,6.628523508666667,-7.231569329916667,31.073078155833333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:06.584940032,-6.2869608129999985,-1.0998090890769232,-7.516469421384614,-0.0255876405867692,0.0019949013109846,-0.043944434386923,0.0017086436319307,-0.0032442321894615,-0.0009520780384153,,,,,,,,6.567662165769231,-7.207338479769232,31.262055323846155,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:06.834940032,-6.301791510999999,-1.104368837923077,-7.5094110226153825,-0.035489041953,0.0003618391043333,-0.0463524864616666,0.0017265532504037,-0.0013352806757,-0.00260643846325,52.61918944,4.731826719,0.6812841576,0.0,224.882431,6.351582146,3.0,6.458760579333333,-7.2848582665000015,31.5358931225,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:07.084940032,-6.290668487583333,-1.1028441239166666,-7.50813674925,-0.0208832857240769,0.0074399241056153,-0.046715969626923,-0.0001123129824638,-0.0018018010397669,-0.0014926743012999,,,,,,,,6.409075223538461,-7.378173681384616,31.54234167153846,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:07.334940032,-6.3034841450000005,-1.1041615763846155,-7.510205524153846,-0.0296293522426583,0.0054092470193333,-0.0461275148391666,0.0007911255234583,-0.0016111886940833,-0.0023333316542666,,,,,,,,6.4215284981666665,-7.243160804083332,31.35193189,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:07.584940032,-6.295508423,-1.1085946655,-7.509783325,-0.0234777852663846,0.0101423160216923,-0.0526644320676923,-0.0002699800153538,-0.0021512692149461,-0.0006019097860846,,,,,,,,6.627433776769231,-7.242606493153847,31.214339623076924,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:07.834940032,-6.288480729307693,-1.1070517201538463,-7.501039968615384,-0.0121109479666666,0.00792164940425,-0.0451592159265,-0.0015096582356749,0.0007341601496166,0.0018066611471416,52.61918944,4.731826719,0.6812841576,0.0,224.882431,6.134003038,3.0,6.636888504333334,-7.35062992575,31.067700068333338,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:08.084940032,-6.296593666166667,-1.1005114746666669,-7.510818672166667,-0.0280263793006923,0.0049805795803384,-0.047594581246923,-0.0007467225233961,0.0023515897874076,0.001740912548723,,,,,,,,6.656407282923076,-7.331851995846154,31.19946289076923,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:08.334940032,-6.293892552153846,-1.097425584,-7.511264859615386,-0.02854483992,0.0085297902869416,-0.0471652007091666,-0.0009234395984583,0.0007498239282916,0.000709593674375,,,,,,,,6.712131500333334,-7.35155423475,31.290120441666662,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:08.584940032,-6.290606117333333,-1.0938253784166665,-7.50900993325,-0.0280151346561538,0.0078248058313846,-0.0393310262153846,-0.0003488037484507,0.0011532939791153,0.0001334559548923,,,,,,,,6.679226801999999,-7.375241059615385,31.225021360769233,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:08.834940032,-6.283771291846155,-1.093614278923077,-7.522883007307693,-0.0234891423591916,0.0083120485023333,-0.0470239417258333,-9.40183176e-05,-3.638283427499998e-05,0.0001761740810991,52.61918944,4.731826719,0.6812841576,0.0,224.882431,6.113825337,3.0,6.522990544583333,-7.379870176333334,31.1114432025,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:09.084940032,-6.2907558059166675,-1.0895841979166667,-7.514311409,-0.0283058762079846,0.0105962792272307,-0.0466484117961538,0.0001731358754384,-0.0004335166528461,-0.0003807330637846,,,,,,,,6.467183039769231,-7.256196278846155,30.86105141307693,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:09.334940032,-6.286592348461538,-1.0909544253846155,-7.520810394230769,-0.02618553712925,0.0068624689244166,-0.0464348834749999,0.0008005394022966,0.0001719775221616,0.0002167662799916,,,,,,,,6.530813852999999,-7.247083187166667,30.7972304025,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:09.584940032,-6.288448104916667,-1.0880623626666666,-7.526074447666667,-0.0273500363640769,0.012917129075923,-0.0504898525676923,0.0002050874217223,-0.0009138438169538,-8.57360334615388e-06,,,,,,,,6.603076054461538,-7.271769450230768,30.593570707692308,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:09.834940032,-6.285544527538462,-1.0894575382307692,-7.518922013538463,-0.0248262881323076,0.0130620388233076,-0.0457353465838461,0.0001079541309561,-0.0001679687724853,-2.723136611538466e-05,52.61918944,4.731826719,0.6812841576,0.0,224.882431,6.035851418,3.0,6.58173898546154,-7.312716520769229,30.685004893846155,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:10.084940032,-6.283333740230769,-1.0898490318461538,-7.518910498846154,-0.0254723230008416,0.0076848371701666,-0.0437127609558333,0.0006564376502308,-0.0009163000892833,-0.0001531700253791,,,,,,,,6.564999262416666,-7.328814347666666,30.8001982375,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:10.334940032,-6.283308792,-1.0874012375,-7.5199995805,-0.0232271646072307,0.0135802820433846,-0.0484877659263076,0.0007463665903307,-0.0008700879541307,-0.0001207297183846,,,,,,,,6.517401475153846,-7.352120106153848,30.85493527923077,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:10.584940032,-6.286903240384616,-1.0921173916153846,-7.521777613769232,-0.0235497097681666,0.0111715014096916,-0.0455697879191666,0.0006586296076583,-0.0004676494086216,-0.0006747990943775,,,,,,,,6.363182067916667,-7.345655838583333,30.94766744083333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:10.834940032,-6.283283843833334,-1.0887234878333334,-7.515820770166665,-0.0270288443113846,0.0119800734116153,-0.0457775364938461,0.0010116597448615,-0.0021130066509315,-0.0006444337508692,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.875657374,3.0,6.296174269461537,-7.223124577461539,30.96388831538462,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:11.084940032,-6.2917623666153855,-1.0944663532307692,-7.510182495230767,-0.0286319634330833,0.0149285445540416,-0.0438644962025,0.0013383184534749,-0.0028941323980491,-0.0023635892720833,,,,,,,,6.318466822250001,-7.165296793,31.133420943333338,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:11.334940032,-6.2970177842499995,-1.1018087768333336,-7.505330085750001,-0.0283963281375384,0.0125595268598461,-0.0379081737530769,0.0022860185733076,-0.0034572990396276,-0.0021557387663692,,,,,,,,6.338150611384616,-7.157284993461537,31.087133847692307,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:11.584940032,-6.297024500846153,-1.1051403103846154,-7.506152414153846,-0.0265776416658333,0.014069198761125,-0.0464079862825,0.0010986392614383,-0.0024958653765141,-0.0018156068059916,,,,,,,,6.43830299375,-7.114242871499999,31.312564215000005,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:11.834940032,-6.293100929166667,-1.11155101775,-7.499242744500001,-0.0181807926071538,0.0123178738063076,-0.0403855940484615,2.4246467161538357e-05,-0.001496839910223,-0.0013274623778707,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.733997712,3.0,6.317523076,-7.065749975230768,31.296310717692304,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:12.084940032,-6.292027200692307,-1.1080649976923078,-7.506209986615384,-0.0184166827798333,0.0107051737791666,-0.0453577288986666,-0.001939378023925,0.0017768174486666,0.0010123302247416,,,,,,,,6.342333475833333,-7.11213405925,30.98762544,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:12.334940032,-6.298265190000001,-1.1047526549999998,-7.503920516916666,-0.0287337124796153,0.0108062280038461,-0.0439354386707692,-0.000356342827023,0.0001164323363461,0.0008752259981,,,,,,,,6.291473975615385,-7.0644606443846145,31.164760296153837,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:12.584940032,-6.285049403153847,-1.1010526567692307,-7.506555422307691,-0.0164061664036666,0.0122578836240833,-0.0399315127741666,-0.0010535705901599,0.0019256057177083,0.00130263650015,,,,,,,,6.432115554916666,-7.027863264083333,31.199429830000003,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:12.834940032,-6.285728759833334,-1.0971434785,-7.512440299916666,-0.0264049464001538,0.010776755786923,-0.0389331906594615,-0.0016716079195769,0.0102261699583846,0.003301003777623,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.96605583,3.0,6.46248978823077,-7.007512092692308,31.16422066230769,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:13.084940032,-6.23876104523077,-1.0762503873076923,-7.5446454443846145,-0.0029128129670769,0.0187874693406923,-0.0508614656107692,-0.0016600203772461,0.0042089204166153,0.0006547679207769,,,,,,,,6.490808340153846,-6.902619288538461,31.119296440000003,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:13.334940032,-6.253315394384615,-1.0861413573846153,-7.555814526076924,-0.0050700719688333,0.0137868574256666,-0.07547332585,-0.0022431438091443,-0.0256644800075833,-0.004464538205025,,,,,,,,6.4531917571666675,-7.135137995083333,31.198649725,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:13.584940032,-6.331857833833335,-1.0837213899166669,-7.457192687999999,-0.0218107440830769,0.0090577137407692,-0.0274631574935384,-0.0023437714960923,-0.0122003122405692,0.0010716641198615,,,,,,,,6.7441670344615385,-7.34508305323077,30.955548505384613,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:13.834940032,-6.3292996918461535,-1.079163560153846,-7.475615915230771,-0.0238005065923333,0.0135282704035833,-0.0403219605954333,-0.0038815375276833,0.0006842642329,-0.0023312927175833,52.61918944,4.731826719,0.6812841576,0.0,224.882431,5.832304723,3.0,6.648700714166668,-7.376875440249999,30.864097595000004,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:14.084940032,-6.3248723602500005,-1.0703990936666667,-7.479321670499999,-0.0246513664261538,0.0190114008334615,-0.0391056385405384,0.000771501925423,0.0044707962706307,-0.0025947178498506,,,,,,,,6.577867948,-7.544341710923076,30.800992525384615,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:14.334940032,-6.301710909307692,-1.0847135575384614,-7.502548370307693,-0.0136645044381666,0.0168802598678333,-0.0570124478594166,0.0015007683517333,0.0037208012848,-0.0011133296018333,,,,,,,,6.488820393916666,-7.548853993250002,30.99084218333333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:14.584940032,-6.300385780416666,-1.0839583969166668,-7.508673133916666,-0.0263703578705384,0.0188898518386153,-0.0472641685811538,0.0037386540071538,0.0136901559306923,0.0043779939698846,,,,,,,,6.513660137461538,-7.463297110230769,30.955730145384617,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:14.834940032,-6.258945993307692,-1.0877649043076922,-7.531461322461539,-0.0067491973930833,0.0144262991849499,-0.0584653834983333,-0.0011963114254,0.0038632824628416,-0.0002777771198583,52.61918524,4.73181984,0.5586453564,0.007737141428,224.882431,5.745537738,3.0,6.521011352583333,-7.506570617250001,30.98968633083333,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:15.084940032,-6.257175636333333,-1.0824240876666666,-7.522980880666666,-0.0065654336492307,0.0169045703215384,-0.0432584210538461,-0.0012208626700423,0.002027167186493,-0.0007840241708461,,,,,,,,6.310491708615384,-7.495724898076924,30.81834441,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:15.334940032,-6.264300243846153,-1.0841838893846154,-7.53513445346154,-0.019631880373,0.0116343146185,-0.0478649175175,0.0008423424805883,0.0011589437875449,-0.0014742361673333,,,,,,,,6.366308848083335,-7.431935032166667,30.795498849166663,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:15.584940032,-6.269001045416666,-1.0925280761666667,-7.530103569166667,-0.0207915294173076,0.0109598635934615,-0.0462042482992307,0.0020512218783846,-0.0021148174823153,-0.0034026551651653,,,,,,,,6.289833655615384,-7.381650411153847,30.655226486923077,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:15.834940032,-6.260765286846152,-1.0992103343076922,-7.529688086846154,-0.0143281634150833,0.0135330882670583,-0.0447847504925,0.0014417767499,-0.0022472888036583,-0.0026030740410499,52.61918471,4.731818966,0.5612635091,0.0,224.882431,5.797402831,3.0,6.297032038249999,-7.436333418,30.92968559416667,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:16.084940032,-6.266194381666666,-1.10127239225,-7.528120193583334,-0.0250066522451538,0.0186357453419846,-0.0471965207953846,0.0009351756822,-0.0005510279085999,-0.0008304951344976,,,,,,,,6.389043367692308,-7.453082451615383,30.853224534615386,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:16.334940032,-6.265175346846154,-1.0976789033076924,-7.527972423769231,-0.0238161591393076,0.0120688273988461,-0.0481200210412307,-0.0017368636101692,0.0014615113163953,0.001753387704,,,,,,,,6.379052969230768,-7.351300019384614,30.843580097692307,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:16.584940032,-6.254431342999999,-1.0998129271666666,-7.531263656666667,-0.0179706864054166,0.0128346992654166,-0.0442700006075,-0.0005532656141916,0.0001150774769774,0.0018450371376861,,,,,,,,6.509605407666666,-7.465702454333332,30.8050123875,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:16.834940032,-6.255434065538462,-1.0900217496153846,-7.528732381999999,-0.019758416367923,0.009299799712923,-0.0401885878584615,-0.0019249083572064,0.0017947295252846,0.0005751570750153,52.61918471,4.731818966,0.5612635091,0.0,224.882431,5.866127271,3.0,6.409067594076922,-7.418506438923076,30.85713577153846,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:17.084940032,-6.2574375916153855,-1.0878800493076923,-7.541997105538461,-0.02223705858025,0.0102418733024166,-0.0429173447201666,0.0005105935221166,0.0026023436803916,0.0023164197047483,,,,,,,,6.49008305875,-7.38538575175,30.831841787499997,,False,False,False,False,False,False,False,False,False,False,False,False
2025-06-04 11:55:17.334940032,-6.2492047119166685,-1.0866777419999998,-7.548091163583334,-0.0223183273815384,0.0098066914653076,-0.0447745590938461,0.00022024252728,-0.000714201318923,0.0009838231669207,,,,,,,,6.401503342769231,-7.462607750538461,30.65441073,,False,False,False,False,False,False,False,False,False,False,False,False
