,acc_phone_X,acc_phone_Y,acc_phone_Z,lin_acc_phone_X,lin_acc_phone_Y,lin_acc_phone_Z,gyr_phone_X,gyr_phone_Y,gyr_phone_Z,location_phone_Latitude,location_phone_Longitude,location_phone_Height,location_phone_Velocity,location_phone_Direction,location_phone_Horizontal Accuracy,location_phone_Vertical Accuracy,mag_phone_X,mag_phone_Y,mag_phone_Z,proximity_phone_Distance
2025-06-04 11:41:49.154690304,0.59565747776,3.3554799360769234,9.099531273461535,0.05813056949418181,-0.00023274575502727567,-0.1280188331809091,-0.08757785672909091,0.17320492913363636,0.06261417871082726,52.371480534999996,4.8603683235,4.420125549833333,,,13.892454520000001,22.000102487000003,-6.228274258818181,-45.794652073636364,-28.391913673636363,3.75
2025-06-04 11:41:49.404690304,0.14210065400676922,3.3116326550769233,9.272893841076923,0.01793546045338462,-0.01756674500769231,0.04936169977615385,-0.06394716681461539,0.21452000678615385,-0.022455992570615382,,,,,,,,-6.0786332349230765,-44.64298453615384,-28.854507446923073,
2025-06-04 11:41:49.654690304,-0.16519397735583333,3.236581992916667,9.294871215916666,0.009399297143916668,0.0052981377429166645,0.03702598258608334,-0.02515444066341667,0.06376213254308333,-0.01796071681575,,,,,,,,-4.808670043916667,-43.93688710499999,-29.601067859166665,
2025-06-04 11:41:49.904690304,-0.3939922274076923,3.161563955538462,9.303603057769232,-0.027899910774615386,-0.024365729941461536,0.02934281243538462,-0.0021455895896200007,0.0672677490243077,-0.0027479950276923073,,,,,,,,-4.180594811076923,-43.76456069999999,-29.91221501307692,
2025-06-04 11:41:50.154690304,-0.44712020874166664,3.2559666825,9.296580162166666,0.031912973179166665,0.007952530019666667,0.05829240337633334,0.08481569116358334,0.035108006714583334,0.011741770450500002,,,,,,,,-3.823441823333333,-43.85830720166667,-29.66690317833333,
2025-06-04 11:41:50.404690304,-0.578040266776923,3.358047673153846,9.176275529153845,-0.03991033348,-0.06262541131039231,-0.003415808451320769,0.008628171079692305,-0.006915502680000001,-0.04391870046,,,,,,,,-3.226604755307692,-42.60266054615384,-28.86762883153846,
2025-06-04 11:41:50.654690304,-0.5916945648083332,3.38104408275,9.227174491916665,-0.05489760741483333,0.004569452855000002,0.031482432333916656,0.0003556386892499969,-0.005497133707833335,-0.018901487987416667,,,,,,,,-1.9766120910833338,-39.07344627500001,-29.176228840833332,
2025-06-04 11:41:50.904690304,-0.5580625798153847,3.3878587576923076,9.261149033692307,-0.02660053295407692,0.002001209556692309,0.0635619778393,-0.006352573256469233,0.0001526690054923075,0.0015552986509230764,52.37152014,4.860252743,4.463710785,1.769999981,342.0703125,14.60091887,6.0,-0.672698974603846,-33.64740107461539,-29.568936861538468,
2025-06-04 11:41:51.154690304,-0.5344012069666667,3.3676718903333334,9.164018325833334,0.004182516399500001,-0.006205552522500001,-0.004834965180833331,0.001990306581666662,0.01641517994,1.4863947166667089e-05,,,,,,,,0.66629028317,-29.523069064166673,-30.069452921666667,
2025-06-04 11:41:51.404690304,-0.5513534545833333,3.363954620333333,9.240334625333334,4.03762442333336e-05,-0.0122307184335,0.04014469251633332,-0.0033676760513166666,-0.015600752744583335,0.0020362347035833336,,,,,,,,1.1008707682083332,-30.358955541666663,-29.837181090833337,
2025-06-04 11:41:51.654690304,-0.5461105111923078,3.3646454913076917,9.243359105076923,-0.008518738203615385,0.006736149856384616,0.04142851243016154,-0.01514376678469231,-0.0013107894916923079,-0.011901047135569233,,,,,,,,1.166462824953846,-29.505883290769226,-29.774171094615383,
2025-06-04 11:41:51.904690304,-0.5152784729,3.3506073760833335,9.26484615325,0.021046498473416667,0.017813761755916663,0.05855260446566668,0.005253086079666666,0.009322496596783332,0.007998819229666667,52.37152658,4.860253307,1.29592514,1.769999981,352.6171875,14.62491177,4.0,1.6072184244999999,-28.406136513333326,-30.33292833916667,
2025-06-04 11:41:52.154690304,-0.5626108140153846,3.315443960384615,9.05043337323077,0.08057352409715383,-0.05105233222803846,-0.11242081707692307,0.0014407442038461538,0.09437076904461539,0.058819755848384614,,,,,,,,1.9583399846923075,-28.960738843076918,-30.24619058538462,
2025-06-04 11:41:52.404690304,-0.5720104980833334,3.48293220525,9.127868499833335,-0.14433270618798333,0.0386034639075,-0.02397241474250002,0.19654222578666666,-0.4759166955058334,0.277423935005,,,,,,,,0.9638061523,-30.8823475825,-30.0130577075,
2025-06-04 11:41:52.654690304,0.3861278122946154,3.8286114383846153,9.054647686384614,0.08149929852769233,-0.11671604673384617,0.11348235650538463,0.22481665589230768,0.602586662523077,0.5302868559846153,,,,,,,,-3.9868985688769234,-33.057874823846156,-28.053296603846153,
2025-06-04 11:41:52.904690304,-1.21950153345,4.4884038161666675,8.733426246583333,-0.044050690432500005,-0.18036192274666665,0.23174518301775002,0.2859659723166667,0.8281393523116666,0.29543062209041665,52.37154183,4.860274204,0.9423484802,1.269999981,,12.64486205,4.0,-0.5711339314475,-32.593291758333336,-26.64840952333333,
2025-06-04 11:41:53.154690304,-1.3098338787892307,3.4868720892307694,8.047196537769231,0.9130930550438461,-0.6628162579053847,-0.48863534991076923,-0.9872858266407694,0.6736738332353845,-0.5293389277738461,,,,,,,,3.0522320086538457,-29.947236135384614,-28.23008845307692,
